Cidade;País;Latitude;Longitude;Ano;População
Marrakech;Morocco;31.63416;-7.99994;1788;30000
Salerno;Italy;40.67797;14.76599;1788;9181
Valladolid;Spain;41.65518;-4.72372;1788;21000
Brest;France;48.3908;-4.486075;1789;33852
Dhaka;India;23.709921;90.407143;1789;125000
Mantova;Italy;45.156417;10.791375;1789;24000
Murshidabad;India;24.1839;88.27171;1789;207000
Nagasaki;Japan;32.752558;129.878192;1789;31893
Nancy;France;48.68439;6.18496;1789;32000
Aleppo;Syria;36.216667;37.166667;1790;70000
Augsberg;Germany;48.371444;10.898239;1790;28534
Bordeaux;France;44.84044;-0.5805;1790;104000
Cap-Haitien;Haiti;19.756219;-72.199669;1790;20000
Iasi;Romania;47.16667;27.6;1790;14963
Izmail;Romania;45.351667;28.836389;1790;35000
Jodhpur;India;26.26841;73.00594;1790;80000
Marseille;France;43.29695;5.38107;1790;106585
Mexico City;Mexico;19.42847;-99.12766;1790;120000
Middelburg;Netherlands;51.5;3.61389;1790;22000
Rampur;India;28.789304;79.024952;1790;38000
Toulouse;France;43.60426;1.44367;1790;52000
Venice;Italy;45.440847;12.315514;1790;148000
Belfast;Ireland;54.597283;-5.930117;1791;18320
Cork;Ireland;51.89797;-8.47061;1791;50000
Edinburgh;United Kingdom;55.95206;-3.19648;1791;85486
Glasgow;United Kingdom;55.86515;-4.25763;1791;66578
Havana;Cuba;23.13302;-82.38304;1791;51307
Laon;France;49.56667;3.61667;1791;7034
Asyut;Egypt;27.18096;31.18368;1792;25000
Guadalajara;Mexico;20.673819;-103.343489;1792;24249
Hull;United Kingdom;53.7446;-0.33525;1792;22286
Jaen;Spain;37.76922;-3.79028;1792;17000
Oaxaca;Mexico;17.07108;-96.71914;1792;24000
Potsdam;Germany;52.39886;13.06566;1792;27000
Regensburg;Germany;49015;12.09556;1792;22000
Santiago de Queretaro;Mexico;20.588792;-100.389889;1792;17005
Warsaw;Poland;52.22977;21.01178;1792;120000
Wurzburg;Germany;49.791558;9.953694;1792;21000
Asuncion;Paraguay;-25.30066;-57.63591;1793;7088
Balkh;Afghanistan;36.75635;66.8972;1793;23000
Cholula;Mexico;19.06333;-98.306389;1793;9000
Jakarta;Indonesia;-6.21462;106.84513;1793;55000
Kabul;Afghanistan;34.52813;69.17233;1793;50000
Kandahar;Afghanistan;31.61332;65.71013;1793;25000
Lima;Peru;-12.04318;-77.02824;1793;52627
Merida;Mexico;20.979719;-89.615789;1793;28392
Patzcuaro;Mexico;19.51931;-101.6097;1793;6000
Puebla;Mexico;19.0514;-98.2178;1793;56859
San Luis Potosi;Mexico;22.14993;-100.9828;1793;8571
Tlaxcala;Mexico;19.32076;-98.20959;1793;3357
Tzintzuntzan;Mexico;19.62903;-101.57857;1793;2500
Zacatecas;Mexico;22.76843;-102.58141;1793;33000
Ayacucho;Peru;-13.1615;-74.22154;1794;25970
Cuzco;Peru;-13525;-71.972222;1794;32082
Istanbul;Turkey;41.005275;28.976944;1794;560000
Kerman;Iran;30.28321;57.07879;1794;55000
Riga;Russian Federation;56946;24.10589;1794;28801
Amsterdam;Netherlands;52.37403;4.88969;1795;217024
Coimbra;Portugal;40.20564;-8.41955;1795;15000
Guatemala City;Guatemala;14.64072;-90.51327;1795;24434
Lvov;Poland;49.839683;24.029717;1795;38749
Odessa;Russian Federation;46.47747;30.73262;1795;2349
Stuttgart;Germany;48.78232;9.17702;1795;19510
Ulm;Germany;48.39841;9.99155;1795;13000
Amsterdam;Netherlands;52.37403;4.88969;1796;200560
Barcelona;Spain;41.38879;2.15899;1796;117000
Brugge;Belgium;51.210819;3.224936;1796;31319
Delft;Netherlands;52.00667;4.35556;1796;13737
Dordrecht;Netherlands;51.81;4.67361;1796;18014
Edessa;Turkey;37.15;38.8;1796;22000
Groningen;Netherlands;53.21917;6.56667;1796;21000
Hannover;Germany;52.37052;9.73322;1796;18000
La Paz;Bolivia;-16.5;-68.15;1796;21120
Mashhad;Iran;36.3;59.6;1796;18000
Middelburg;Netherlands;51.5;3.61389;1796;17687
s'Hertogenbosch;Netherlands;51.697819;5.303667;1796;12627
Segou;Mali;13.440597;-6.265319;1796;30000
Tehran;Iran;35.69439;51.42151;1796;15000
The Hague;Netherlands;52.070492;4.300694;1796;37000
Utrecht;Netherlands;52.09083;5.12222;1796;25000
Allahabad;India;25.44894;81.83328;1797;16000
Esfahan;Iran;32.651389;51.679192;1797;50000
Ferrara;Italy;44.82678;11.62071;1797;30117
Granada;Spain;37.177336;-3.598558;1797;52000
Gwalior;India;26.22982;78.17337;1797;30000
Kiev;Ukraine;50.45466;30.5238;1797;19081
Leipzig;Germany;51.33962;12.37129;1797;31847
Limerick;Ireland;52.6653;-8.630497;1797;27000
Mannheim;Germany;49.49671;8.47955;1797;21000
Naples;Italy;40.851775;14.268122;1797;438000
New Orleans;United States of America;29.95465;-90.07507;1797;8056
Poznan;Poland;52.40692;16.92993;1797;12376
Seville;Spain;37.388097;-5.982331;1797;96000
Zaragoza;Spain;41.648792;-0.889581;1797;55000
Alexandria;Egypt;31.200092;29.918739;1798;4000
Bucharest;Romania;44.43225;26.10626;1798;32185
Cairo;Egypt;30.06263;31.24967;1798;186000
Catania;Italy;37.50213;15.08719;1798;48000
Haarlem;Netherlands;52.38084;4.63683;1798;21227
Jaipur;India;26.91962;75.78781;1798;77000
Kermanshah;Iran;34.31417;47065;1798;8000
Konigsberg;Germany;54.716667;20.516667;1798;49900
Krakow;Poland;50.06143;19.93658;1798;24543
Kyoto;Japan;35.02107;135.75385;1798;379274
Leiden;Netherlands;52.15833;4.49306;1798;30967
Liege;Belgium;50.63373;5.56749;1798;39208
Magdeburg;Germany;52.130808;11.628878;1798;37450
Mainz;Germany;49.98419;8.2791;1798;26615
Messina;Italy;38.19327;15.54969;1798;37000
Palermo;Italy;38.115689;13.361267;1798;133000
Tokyo;Japan;35.6895;139.69171;1798;685000
Valletta;Malta;35.89972;14.51472;1798;39000
Aachen;Germany;50.77664;6.08342;1799;23699
Barcelona;Spain;41.38879;2.15899;1799;115000
Budapest;Hungary;47.49801;19.03991;1799;54179
Fez;Morocco;34.033333;-5.01;1799;70000
Florence;Italy;43.771033;11248;1799;58716
Genova;Italy;44.40565;8.946256;1799;90835
Hiroshima;Japan;34.396775;132.460017;1799;49000
Madrid;Spain;40.416775;-3.703789;1799;184404
Nagara;India;13824;75034;1799;10000
Parma;Italy;44.80266;10.32898;1799;33608
Rabat;Morocco;34.01325;-6.83255;1799;43000
Rio de Janeiro;Brazil;-22.90278;-43.2075;1799;43376
Srirangapatna;India;12.417956;76.694687;1799;150000
Aachen;Germany;50.77664;6.08342;1800;23000
Aberdeen;United Kingdom;57.14369;-2.09814;1800;26000
Abomey-Calavi;Benin;7.18286;1.99119;1800;24000
Achin;Indonesia;5.55;95.316667;1800;40000
Acre;Israel;32.927778;35.081667;1800;30000
Adana;Turkey;37.00167;35.32889;1800;30000
Agra;India;27.18333;78.01667;1800;60000
Ahmedabad;India;23.039568;72.566004;1800;89000
Aix;France;43.526304;5.445429;1800;20000
Ajmer;India;26.44976;74.64116;1800;23000
Akita;Japan;39.71667;140.11667;1800;39000
Albany;United States of America;42.652578;-73.756233;1800;5389
Aleppo;Syria;36.216667;37.166667;1800;72000
Algiers;Algiers;36.7525;3.04197;1800;73000
Alkalawa;Nigeria;9.2833;8.4;1800;50000
Almeria;Spain;36.83814;-2.45974;1800;7200
Amarapura;Myanmar;21.892983;96.05;1800;175000
Amiens;France;49892;2299;1800;35000
Amritsar;India;31.63661;74.87476;1800;40000
Amsterdam;Netherlands;52.37403;4.88969;1800;195000
Angers;France;47.46667;-0.55;1800;28000
Ankara;Turkey;39.91987;32.85427;1800;30000
Anqing;China;30.50917;117.05056;1800;40000
Antwerp;Belgium;51.219217;4.402883;1800;53906
Arakan;Myanmar;19.810092;93.987842;1800;16000
Arequipa;Peru;-16.39889;-71535;1800;26000
Asyut;Egypt;27.18096;31.18368;1800;25000
Athens;Greece;37.97945;23.71622;1800;12000
Augsberg;Germany;48.371444;10.898239;1800;28000
Aurangabad;India;19.876165;75.343314;1800;30000
Avignon;France;43.94834;4.80892;1800;19000
Ayacucho;Peru;-13.1615;-74.22154;1800;25000
Ayvalik;Turkey;39.33589;26.71281;1800;25000
Baghdad;Iraq;33.34058;44.40088;1800;80000
Bahawalpur;Pakistan;29.3956;71.68333;1800;25000
Baltimore;United States of America;39.29038;-76.61219;1800;26519
Banda;India;25.4833;80.3333;1800;25000
Bandar Seri Begawan;Brunei;4.890283;114.942217;1800;18000
Bangalore;India;12.97194;77.59369;1800;50000
Bangkok;Thailand;13.75398;100.50144;1800;45000
Barcelona;Spain;41.38879;2.15899;1800;113000
Bareilly;India;28.34702;79.42193;1800;65000
Bari;Italy;41.117142;16.871872;1800;18000
Basra;Iraq;30.5;47.816667;1800;60000
Bath;United Kingdom;51.37795;-2.35907;1800;31000
Beijing;China;39.9075;116.39723;1800;1100000
Belfast;Ireland;54.597283;-5.930117;1800;18000
Belgrade;Serbia;44.80401;20.46513;1800;26000
Bellary;India;15.14575;76.91751;1800;25000
Benin;Nigeria;6.339081;5.626483;1800;15000
Bergamo;Italy;45.69798;9.66895;1800;16000
Berlin;Germany;52.52437;13.41053;1800;172132
Besancon;France;47.24878;6.01815;1800;25000
Bhagalpur;India;25.24446;86.97183;1800;23000
Bharatpur;India;27.21731;77.49009;1800;75000
Bhuj;India;23.25397;69.66928;1800;20000
Bihar;India;25.096074;85.313119;1800;30000
Bikaner;India;28.02094;73.30749;1800;35000
Birmingham;United Kingdom;52.48142;-1.89983;1800;71000
Bitlis;Turkey;38.40115;42.10784;1800;26000
Bogota;Columbia;4.598056;-74.075833;1800;21464
Bologna;Italy;44.49381;11.33875;1800;66948
Bonga;Ethiopia;7.28333;36.23333;1800;30000
Bordeaux;France;44.84044;-0.5805;1800;92000
Boston;United States of America;42.358431;-71.059772;1800;35248
Bratislava;Slovakia;48.145892;17.107136;1800;18000
Braunschweig;Germany;52.268875;10.526769;1800;31000
Bremen;Germany;53.07516;8.80777;1800;28000
Brescia;Italy;45.52478;10.22727;1800;27000
Brest;France;48.3908;-4.486075;1800;27000
Bristol;United Kingdom;51.45523;-2.59665;1800;66000
Broach;India;21.724644;73.002294;1800;35000
Brugge;Belgium;51.210819;3.224936;1800;31000
Brunn;Austria;49.2;16.6167;1800;22000
Brussel;Belgium;50.85045;4.34878;1800;66297
Bucharest;Romania;44.43225;26.10626;1800;35000
Budapest;Hungary;47.49801;19.03991;1800;54000
Buenos Aires;Argentina;-34.61315;-58.37723;1800;34000
Bukhara;Uzbekistan;39.765869;64.422347;1800;70000
Bursa;Turkey;40.19266;29.08403;1800;50000
Busan;Republic of Korea;35.179554;129.075642;1800;28000
Cadiz;Spain;36.52978;-6.29465;1800;87000
Caen;France;49.18585;-0.35912;1800;29000
Cairo;Egypt;30.06263;31.24967;1800;186000
Calcutta;India;22.56263;88.36304;1800;162000
Cambay;India;22.313114;72.619408;1800;37000
Campulung Muscel;Romania;47.5308;25.5514;1800;4000
Caracas;Venezuela;10.48801;-66.87919;1800;30000
Cartagena;Spain;37.625683;-0.996583;1800;29000
Catania;Italy;37.50213;15.08719;1800;48000
Chandannagar;India;22.87;88.38;1800;45000
Changchun;China;43.9;125.2;1800;30000
Changsha;China;28.196111;112.972222;1800;85000
Chaozhou;China;23.67;116.63;1800;40000
Charleston;United States of America;32.7833;-79.9333;1800;18844
Chatham;United Kingdom;51.37891;0.52786;1800;20000
Chengde;China;40.966667;117.933333;1800;60000
Chengdu;China;30.66667;104.06667;1800;97000
Chhapra;India;25.7848;84.7274;1800;35000
Chinkiang;China;32.2;119.416667;1800;60000
Chongqing;China;29.56301;106.551557;1800;53000
Clermont;France;45.7831;3.0824;1800;24000
Cochabamba;Bolivia;-17.3895;-66.1568;1800;22000
Cologne;Germany;50.937531;6.960278;1800;41000
Colombo;Sri Lanka;6.9344;79.8428;1800;24000
Constantine;Algeria;36365;6.61472;1800;25000
Copenhagen;Denmark;55.67594;12.56553;1800;100000
Cordoba;Spain;38.046133;-4.893564;1800;28000
Cork;Ireland;51.89797;-8.47061;1800;53000
Cremona;Italy;45.13617;10.02797;1800;21111
Cuttack;India;20.46497;85.87927;1800;35000
Cuzco;Peru;-13525;-71.972222;1800;34000
Damascus;Syria;33.5102;36.29128;1800;90000
Datong;China;40.083333;113.3;1800;35000
Debrecen;Hungary;47.53333;21.63333;1800;27000
Delhi;India;28.65381;77.22897;1800;140000
Deri Ghazi Khan;Pakistan;30.053049;70.637093;1800;31000
Dhaka;India;23.709921;90.407143;1800;106000
Dieppe;France;49.922992;1.077483;1800;20000
Dijon;France;47.31667;5.01667;1800;21000
Dinajpur;Bangladesh;25.62745;88.63779;1800;30000
Diyarbakir;Turkey;37.914411;40.230628;1800;38000
Dongola;Sudan;19.16667;30.48333;1800;10000
Dresden;Germany;51.05089;13.73832;1800;61000
Dublin;Ireland;53.33306;-6.24889;1800;165000
Dumyat;Egypt;31.41648;31.81332;1800;22000
Dundee;United Kingdom;56.5;-2.96667;1800;25000
Dunkerque;France;51.0383;2.3775;1800;21000
Ecija;Spain;37.5422;-5.0826;1800;24000
Edessa;Turkey;37.15;38.8;1800;22000
Edinburgh;United Kingdom;55.95206;-3.19648;1800;82000
Edirne;Turkey;41.681808;26.562269;1800;80000
Erzurum;Turkey;39.90861;41.27694;1800;48000
Esfahan;Iran;32.651389;51.679192;1800;50000
Evora;Portugal;38.56667;-7.9;1800;14200
Faizabad;India;26.779386;82.142169;1800;45000
Farrukhabad;India;27.39048;79.58006;1800;66000
Ferrara;Italy;44.82678;11.62071;1800;28000
Fez;Morocco;34.033333;-5.01;1800;40000
Florence;Italy;43.771033;11248;1800;61000
Frankfurt am Main;Germany;50.110922;8.682128;1800;42000
Fukui;Japan;36.065178;136.221527;1800;35000
Fukuoka;Japan;33.591389;130.414722;1800;40000
Fuzhou;China;26.076111;119.306389;1800;130000
Gauda;India;24.866667;88.133333;1800;20000
Gaya;India;24.79686;85.00385;1800;30000
Gdansk;Poland;54.352025;18.64663;1800;41072
Gelibolu;Turkey;40.333333;26.499992;1800;17000
Geneva;Switzerland;46.198392;6.142297;1800;26000
Genova;Italy;44.40565;8.946256;1800;49000
Gent;Belgium;51.053469;3.730378;1800;51000
Glasgow;United Kingdom;55.86515;-4.25763;1800;84000
Gorakhpur;India;26.760555;83.373168;1800;31000
Granada;Spain;37.177336;-3.598558;1800;53000
Graz;Austria;47.06667;15.45;1800;28000
Grenoble;France;45.16667;5.71667;1800;21000
Groningen;Netherlands;53.21917;6.56667;1800;22000
Guadalajara;Mexico;20.673819;-103.343489;1800;31000
Guanajuato;Mexico;21.01858;-101.2591;1800;53000
Guangzhou;China;23.11667;113.25;1800;800000
Guatemala City;Guatemala;14.64072;-90.51327;1800;25000
Guayaquil;Ecuador;-2.18194;-79.89167;1800;23000
Guilin;China;25.273566;110.290195;1800;38000
Guiyang;China;26.647661;106.630154;1800;65000
Gwalior;India;26.22982;78.17337;1800;30000
Haarlem;Netherlands;52.38084;4.63683;1800;21000
Hama;Syria;35.133333;36.75;1800;30000
Hamadan;Iran;34.79922;48.51456;1800;30000
Hamburg;Germany;53.57532;10.01534;1800;117000
Hangzhou;China;30.25;120.166667;1800;387000
Hanoi;Vietnam;21.033333;105.85;1800;60000
Hanzhong;China;33.066667;107.016667;1800;50000
Havana;Cuba;23.13302;-82.38304;1800;60000
Herat;Afghanistan;34.34817;62.19967;1800;45000
Himeji;Japan;34.81667;134.7;1800;23000
Hiroshima;Japan;34.396775;132.460017;1800;49000
Homs;Syria;34.72682;36.72339;1800;25000
Huai'an;China;33.5;119.133333;1800;47000
Huancavelica;Peru;-12.78542;-74.97501;1800;5146
Hue;Vietnam;16.46667;107.6;1800;50000
Hugli-Chuchura;India;22.9;88.39;1800;12000
Hull;United Kingdom;53.7446;-0.33525;1800;32000
Hyderabad;India;17.38405;78.45636;1800;175000
Hydra;Algeria;36.7567;3.0247;1800;22000
Iasi;Romania;47.16667;27.6;1800;20000
Indore;India;22.71792;75.8333;1800;45000
Inwa;Myanmar;21.857353;95.981936;1800;4000
Ioannina;Greece;39.665028;20.853747;1800;30000
Iraklion;Greece;35.338736;25.144214;1800;15000
Istanbul;Turkey;41.005275;28.976944;1800;570000
Izmail;Romania;45.351667;28.836389;1800;2000
Iznik;Turkey;40.42861;29.72111;1800;125000
Jaen;Spain;37.76922;-3.79028;1800;25000
Jaipur;India;26.91962;75.78781;1800;75000
Jakarta;Indonesia;-6.21462;106.84513;1800;53000
Jaunpur;India;25.75506;82.68361;1800;16177
Jeddah;Saudi Arabia;21.543333;39.172778;1800;20000
Jerez de la Frontera;Spain;36.6936;-6.132431;1800;26000
Jilin;China;43.896536;125.32599;1800;37000
Jinan;China;36.650997;117.120497;1800;65000
Jingdezhen;China;29.268836;117.17842;1800;164000
Jodhpur;India;26.26841;73.00594;1800;75000
Kabul;Afghanistan;34.52813;69.17233;1800;50000
Kaesong;Dem. People's Republic of Korea;37.97083;126.55444;1800;30000
Kagoshima;Japan;31.5966;130.557183;1800;67000
Kaifeng;China;34.7986;114.30742;1800;80000
Kairouan;Tunisia;35.674444;10.101667;1800;20000
Kaluga;Russian Federation;54.5293;36.27542;1800;20000
Kanazawa;Japan;36.561325;136.656206;1800;60000
Kanchipuram;India;12.834173;79.70364;1800;35000
Kandahar;Afghanistan;31.61332;65.71013;1800;25000
Kano;Nigeria;12.00012;8.51672;1800;30000
Karaman;Turkey;37.18111;33215;1800;20000
Kashi;China;39.4704;75.989756;1800;50000
Kathmandu;Nepal;27.7;85.333333;1800;25000
Katsina;Nigeria;12.98943;7.60063;1800;70000
Kazan;Russian Federation;55.790278;49.134722;1800;25000
Kebbi;Nigeria;11.678125;4.069544;1800;30000
Khiva;Uzbekistan;41.37844947;60.35964994;1800;20000
Khvoy;Iran;38.5525;44.952222;1800;25000
Kiev;Ukraine;50.45466;30.5238;1800;19000
Kingston;Jamaica;17.992731;-76.8;1800;27000
Kobe;Japan;34.691269;135.183072;1800;20853
Kochi;Japan;33.558803;133.531167;1800;36000
Kokand;Uzbekistan;40.533261;70.932342;1800;30000
Konigsberg;Germany;54.716667;20.516667;1800;53000
Konya;Turkey;37.87135;32.48464;1800;30000
Kota;India;25.18;75.83;1800;25000
Krakow;Poland;50.06143;19.93658;1800;25000
Kumamoto;Japan;32.78983;130.741574;1800;21000
Kumasi;Guinea;6.68848;-1.62443;1800;40000
Kumbakonam;India;10.96209;79.39124;1800;35000
Kunming;China;25.03889;102.71833;1800;46000
Kursk;Russian Federation;51.73733;36.18735;1800;21000
Kutahya;Turkey;39.416667;29.983333;1800;32000
Kyoto;Japan;35.02107;135.75385;1800;377000
La Paz;Bolivia;-16.5;-68.15;1800;22000
Lanzhou;China;36.061089;103.834304;1800;90000
Lecce;Italy;40.35703;18.17202;1800;13000
Leeds;United Kingdom;53.79648;-1.54785;1800;51000
Leghorn;Italy;43.55;10.310579;1800;52611
Leiden;Netherlands;52.15833;4.49306;1800;31000
Leipzig;Germany;51.33962;12.37129;1800;31000
Leon;Spain;42.605556;-5.57;1800;6170
Lhasa;China;29.645563;91.140749;1800;50000
Liege;Belgium;50.63373;5.56749;1800;39000
Lille;France;50.628442;3.054975;1800;55000
Lima;Peru;-12.04318;-77.02824;1800;54000
Limerick;Ireland;52.6653;-8.630497;1800;29000
Lisbon;Portugal;38.71667;-9.13333;1800;237000
Liverpool;United Kingdom;53.408372;-2.991572;1800;76000
London;United Kingdom;51.511214;-0.119825;1800;861000
Lorca;Spain;37.67119;-1.7017;1800;20000
Louisville;United States of America;38.252563;-85.758367;1800;359
Louveigne;Belgium;50.877572;4.704328;1800;18587
Lubeck;Germany;53.865886;10.687097;1800;22000
Lucknow;India;26.83928;80.92313;1800;240000
Lvov;Poland;49.839683;24.029717;1800;42000
Lyon;France;45.74846;4.84671;1800;111000
Macao;China;22.1667;113.55;1800;30000
Madras;India;13.08784;80.27847;1800;110000
Madrid;Spain;40.416775;-3.703789;1800;182000
Madurai;India;9.91735;78.11962;1800;20000
Magdeburg;Germany;52.130808;11.628878;1800;34000
Maheshwar;India;22.17592;75.58715;1800;20000
Mainz;Germany;49.98419;8.2791;1800;23000
Malaga;Spain;36.721261;-4.421267;1800;49000
Manchester;United Kingdom;53.48095;-2.23743;1800;81000
Mandvi;India;22.83282;69.35238;1800;30000
Manila;Philippines;14.58;121;1800;77000
Mannheim;Germany;49.49671;8.47955;1800;19000
Mantova;Italy;45.156417;10.791375;1800;22000
Marrakech;Morocco;31.63416;-7.99994;1800;30000
Marseille;France;43.29695;5.38107;1800;83000
Masenya;Chad;11.402536;16.171328;1800;30000
Mashhad;Iran;36.3;59.6;1800;20000
Masulipatam;India;16.18438;81.134933;1800;27000
Matsumae;Japan;41.433333;140.116667;1800;35000
Matsuyama;Japan;33.839157;132.765575;1800;23000
Mecca;Saudi Arabia;21.42667;39.82611;1800;25000
Medina;Saudi Arabia;24.4609;39.620189;1800;20000
Meknes;Morocco;33.89352;-5.54727;1800;45000
Merida;Mexico;20.979719;-89.615789;1800;28000
Messina;Italy;38.19327;15.54969;1800;37000
Metz;France;49.11911;6.17269;1800;37000
Mexico City;Mexico;19.42847;-99.12766;1800;128000
Milan;Italy;45.465453;9.198786;1800;122000
Mirzapur;India;24.10287;82.564433;1800;50000
Mondovi;Italy;44.39603;7.81764;1800;20000
Montpellier;France;43.61092;3.87723;1800;31000
Moscow;Russian Federation;55.75222;37.61556;1800;248000
Mosul;Iraq;36335;43.11889;1800;34000
Multan;Pakistan;30.19556;71.47528;1800;30000
Mumbai;India;19.07283;72.88261;1800;140000
Munger;India;25.37262;86.490321;1800;30000
Munich;Germany;48.136739;11.576756;1800;48000
Murcia;Spain;37.98704;-1.13004;1800;44000
Murshidabad;India;24.1839;88.27171;1800;190000
Muscat;Oman;23.61387;58.5922;1800;12000
Mysore;India;12.29791;76.63925;1800;62000
Nagapattinam;India;10.768802;79.839427;1800;35000
Nagasaki;Japan;32.752558;129.878192;1800;30000
Nagoya;Japan;35.181447;136.906397;1800;92000
Nagpur;India;21.15;79.1;1800;74000
Nanchang;China;28.68333;115.88333;1800;36000
Nancy;France;48.68439;6.18496;1800;28000
Nanhai;China;23.016667;113.116667;1800;124000
Nanjing;China;32.05;118.766667;1800;50000
Nantes;France;47.21725;-1.55336;1800;70000
Naples;Italy;40.851775;14.268122;1800;430000
New York;United States of America;40.714353;-74.005972;1800;63735
Newcastle upon Tyne;United Kingdom;54.978253;-1.617781;1800;36000
Nimes;France;43.83333;4.35;1800;37000
Ningbo;China;29.866667;121.55;1800;80000
Nkazargamu;Nigeria;13.047222;12.227778;1800;50000
Norwich;United Kingdom;52.62783;1.29834;1800;36000
Nottingham;United Kingdom;52.9536;-1.15047;1800;28000
Novgorod;Russian Federation;58.525569;31.274192;1800;7126
Nurnberg;Germany;49.452031;11.07675;1800;25000
Oaxaca;Mexico;17.07108;-96.71914;1800;25000
Ohrid;Bulgaria;43.454967;23.380704;1800;16000
Okayama;Japan;34.661753;133.916667;1800;32000
Oporto;Portugal;41.167972;-8.627064;1800;67000
Orel;Russian Federation;52.96508;36.0785;1800;22000
Orleans;France;47.902964;1.90925;1800;32000
Osaka;Japan;34.693216;135.502082;1800;383000
Ouro Preto;Brazil;-20.39484;-43.50517;1800;20000
Oyo;Nigeria;7.85;3.93333;1800;80000
Padua;Italy;45.406436;11.876761;1800;45000
Paisley;United Kingdom;55.83173;-4.43254;1800;23000
Palembang;Indonesia;-2.91673;104.7458;1800;25000
Palermo;Italy;38.115689;13.361267;1800;135000
Palma;Spain;39.56939;2.65024;1800;31000
Paris;France;48.856614;2.352222;1800;547000
Parma;Italy;44.80266;10.32898;1800;33000
Patna;India;25.610533;85.14145;1800;170000
Patras;Greece;38.24664;21.734574;1800;20000
Pavia;Italy;45.18446;9.16145;1800;23772
Peshawar;Pakistan;34008;71.57849;1800;80000
Philadelphia;United States of America;39.95;-75.1667;1800;68200
Piacenza;Italy;45.04676;9.69937;1800;28000
Pilibhit;India;28.63098;79.80338;1800;30000
Pisa;Italy;43.71553;10.39659;1800;17000
Pittsburgh;United States of America;40.44062;-79.99589;1800;1565
Plovdiv;Bulgaria;42.15;24.75;1800;30000
Plymouth;United Kingdom;50.375456;-4.14305;1800;42000
Pochow;China;33.8772222;115.7702778;1800;31000
Pondicherry;India;11.91386;79.814472;1800;25000
Porbandar;India;21.64219;69.60929;1800;30000
Portsmouth;United Kingdom;50.816661;-1.083383;1800;40000
Potosi;Bolivia;-19.58361;-65.75306;1800;15000
Potsdam;Germany;52.39886;13.06566;1800;19000
Prague;Austria;50.08804;14.42076;1800;77403
Prizren;Serbia;42.21389;20.73972;1800;20000
Providence;United States of America;41.823989;-71.412833;1800;7614
Puebla;Mexico;19.0514;-98.2178;1800;65000
Pune;India;18.52043;73.856744;1800;60000
Puri;India;19.810556;85.831389;1800;31000
Purnia;India;25.78;87.47;1800;22000
Pyay;Myanmar;18.82151;95.221029;1800;30000
Pyongyang;Dem. People's Republic of Korea;39.03385;125.75432;1800;68000
Qazvin;Iran;36.26877;50.0041;1800;40000
Quebec;Canada;46.81228;-71.21454;1800;12000
Quilon;India;8.88;76.6;1800;20000
Quito;Ecuador;-0.22985;-78.52495;1800;30000
Rabat;Morocco;34.01325;-6.83255;1800;43000
Rabba;Nigeria;9.2;5.033333;1800;24000
Rajmahal;India;25.05303;87.83048;1800;25000
Rampur;India;28.789304;79.024952;1800;41000
Rangpur;India;25.74664;89.25166;1800;18000
Real de Catorce;Mexico;23.689397;-100.885547;1800;20000
Recife;Brazil;-8.05389;-34.88111;1800;31000
Regensburg;Germany;49015;12.09556;1800;23000
Reims;France;49.25;4.03333;1800;20000
Rennes;France;48.11198;-1.67429;1800;24000
Riga;Russian Federation;56946;24.10589;1800;29000
Rio de Janeiro;Brazil;-22.90278;-43.2075;1800;44000
Rome;Italy;41.89474;12.4839;1800;142000
Roskilde;Denmark;55.64152;12.08035;1800;2000
Rotterdam;Netherlands;51.9225;4.47917;1800;60000
Rouen;France;49.44313;1.09932;1800;80000
Ruse;Bulgaria;43.835572;25.965656;1800;28000
Saint-Malo;France;48.649336;-2.025675;1800;20000
Saint-Omer;France;50.750114;2.252208;1800;20000
Saint Petersburg;Russian Federation;59.89444;30.26417;1800;220200
Salamanca;Spain;40.970103;-5.663539;1800;9500
Salerno;Italy;40.67797;14.76599;1800;23000
Salvador;Brazil;-12.97111;-38.51083;1800;43000
Sana'a ;Yemen;15.35472;44.20667;1800;40000
Santiago;Chile;-33.45;-70.666667;1800;21000
Santiago de Queretaro;Mexico;20.588792;-100.389889;1800;15000
Sarajevo;Bosnia and Herzegovina;43.84864;18.35644;1800;18000
Saratov;Russian Federation;51.54056;46.00861;1800;21000
Segou;Mali;13.440597;-6.265319;1800;30000
Semarang;Indonesia;-6.9932;110.4203;1800;20000
Sendai;Japan;38.266667;140.866667;1800;62000
Seoul;Republic of Korea;37.56826;126.97783;1800;194000
Serres;Greece;41.090922;23.541319;1800;29000
Seville;Spain;37.388097;-5.982331;1800;96000
Shahjahanpur;India;27.88142;79.9109;1800;50000
Shanghai;China;31.22222;121.45806;1800;90000
Shaoxing;China;30;120.583333;1800;30000
Sheffield;United Kingdom;53.381128;-1.470086;1800;44000
Shenyang;China;41.79222;123.43278;1800;30000
Shiraz;Iran;29.61031;52.53114;1800;20000
Shumen;Bulgaria;43.276667;26.929167;1800;24000
Silistra;Bulgaria;44.114728;27.267189;1800;20000
Sira;India;13.74155;76.9043;1800;15000
Sivas;Turkey;39.74833;37.01611;1800;26000
Skopje;Serbia;41.99646;21.43141;1800;6000
Smyrna;Turkey;38.41273;27.13838;1800;125000
