UF;Cidade;PIB;População (2009);PIB percapita
ALAGOAS;Tanque D'Arca;18489.39;5766;3206.62
PARANÁ;Paranavaí;924553.31;82716;11177.44
ESPIRITO SANTO;Ibiraçu;177162.17;10724;16520.16
RIO GRANDE DO SUL;Barão de Cotegipe;91043.15;6724;13540.03
MATO GROSSO DO SUL;Sete Quedas;83202.21;10955;7594.91
PARÁ;Augusto Corrêa;111036.95;39317;2824.15
RIO GRANDE DO SUL;Bom Progresso;27404.22;2404;11399.42
PARAÍBA;Conde;268318.09;20849;12869.59
RIO GRANDE DO NORTE;Paraú;15755.62;3974;3964.68
RIO GRANDE DO SUL;Maquiné;82090.35;7652;10727.96
RIO DE JANEIRO;Piraí;1186557875.00;26114;45437.61
PERNAMBUCO;Moreilândia;42880.90;10584;4051.48
SANTA CATARINA;Urubici;126660.95;10825;11700.78
GOIÁS;Silvânia;311428.53;19154;16259.19
PARANÁ;São Jorge D'Oeste;93567.70;9195;10175.93
BAHIA;Madre de Deus;246407.75;16783;14681.99
SANTA CATARINA;Videira;1441624.00;46585;30946.10
BAHIA;São José do Jacuípe;36806.55;11134;3305.78
SÃO PAULO;Queiroz;192180.89;2875;66845.53
SÃO PAULO;Pongaí;42167.82;3510;12013.62
RIO GRANDE DO SUL;Marques de Souza;46870.02;4122;11370.70
PARÁ;Trairão;69021.68;17134;4028.35
PIAUÍ;Manoel Emídio;28102.36;5543;5069.88
SÃO PAULO;Cachoeira Paulista;347404.47;34666;10021.48
PIAUÍ;Várzea Branca;14977.62;5338;2805.85
BAHIA;Sento Sé;147890.25;38735;3818.00
BAHIA;Mansidão;32635.74;12244;2665.45
BAHIA;Teofilândia;66410.25;21461;3094.46
RIO GRANDE DO SUL;União da Serra;31442.68;1649;19067.72
AMAZONAS;Alvarães;53516.76;13566;3944.92
BAHIA;Varzedo;39785.60;9451;4209.67
PIAUÍ;Brejo do Piauí;13479.57;4025;3348.96
PERNAMBUCO;Buíque;251538.11;53272;4721.77
SÃO PAULO;Ariranha;757754875.00;8876;85371.21
PERNAMBUCO;Bonito;182380.95;40832;4466.62
RIO GRANDE DO SUL;Marcelino Ramos;59109.97;5329;11092.13
PARAÍBA;Coremas;57766.76;15709;3677.30
CEARÁ;Icapuí;157030.66;19385;8100.63
MATO GROSSO;Novo Mundo;100880.40;7216;13980.10
RIO GRANDE DO SUL;Encruzilhada do Sul;216951.16;25154;8624.92
SERGIPE;Carira;139752.41;19708;7091.15
MINAS GERAIS;Pedro Teixeira;11495.65;1680;6842.65
MINAS GERAIS;Serrania;74084.82;7584;9768.57
SÃO PAULO;Macatuba;680519.06;16939;40174.69
AMAZONAS;Borba;119983.05;32496;3692.24
SÃO PAULO;Piratininga;100781.71;11989;8406.18
RIO GRANDE DO NORTE;Jucurutu;93718.13;18069;5186.68
MARANHÃO;Olinda Nova do Maranhão;35572.08;12684;2804.48
MATO GROSSO DO SUL;Três Lagoas;2014697375.00;89493;22512.35
PARÁ;Paragominas;878875.19;97350;9027.99
PARANÁ;Quitandinha;114976.98;16608;6922.99
MINAS GERAIS;Maravilhas;72362625.00;7224;10016.97
GOIÁS;Santa Terezinha de Goiás;63866.70;11829;5399.16
PERNAMBUCO;Vitória de Santo Antão;1023204625.00;126399;8095.04
TOCANTINS;Bom Jesus do Tocantins;35816.33;2839;12615.83
MINAS GERAIS;Faria Lemos;30319.06;3734;8119.73
RIO GRANDE DO SUL;Nova Bassano;364664.66;9249;39427.47
SÃO PAULO;Jundiaí;16585137.00;349929;47395.72
MARANHÃO;Cedral;30859.44;10152;3039.74
MINAS GERAIS;Santo Antônio do Monte;219847.55;25899;8488.65
MINAS GERAIS;Borda da Mata;123114.45;15507;7939.28
MATO GROSSO;Barra do Garças;741355375.00;55120;13449.84
RIO DE JANEIRO;São Gonçalo;9615568.00;991382;9699.16
MINAS GERAIS;São José do Goiabal;29155.28;5743;5076.66
CEARÁ;Santa Quitéria;191563.78;45080;4249.42
PERNAMBUCO;Sirinhaém;217645.30;38610;5637.02
RIO GRANDE DO SUL;Nova Prata;685380.06;24252;28260.77
MINAS GERAIS;Itapeva;97032.35;8073;12019.37
PARÁ;Vigia;164092.56;46205;3551.40
TOCANTINS;Ipueiras;19665.49;1813;10846.93
SÃO PAULO;Apiaí;263348.41;25700;10247.02
RIO GRANDE DO SUL;Passo do Sobrado;79409.71;6300;12604.72
SÃO PAULO;Serrana;702956125.00;39574;17763.08
PARANÁ;Miraselva;17071.88;1946;8772.81
MINAS GERAIS;Itaverava;26352.11;5749;4583.77
MINAS GERAIS;Santo Antônio do Itambé;21903.07;4651;4709.32
CEARÁ;Massapê;117690.34;35388;3325.71
MINAS GERAIS;Dom Silvério;35067.39;5475;6405.00
PERNAMBUCO;Igarassu;1057750375.00;100191;10557.34
PERNAMBUCO;Triunfo;57674.40;15770;3657.22
PIAUÍ;Betânia do Piauí;20683.73;6442;3210.76
ALAGOAS;Arapiraca;1658976875.00;210521;7880.34
RONDÔNIA;Alvorada D'Oeste;159415.36;17127;9307.84
MINAS GERAIS;Volta Grande;52225.57;5402;9667.82
PERNAMBUCO;Jurema;60705.82;15552;3903.41
PARÁ;Itupiranga;188305.25;41541;4533.00
PARÁ;Castanhal;1216351375.00;161497;7531.73
RIO GRANDE DO SUL;Lagoa dos Três Cantos;42162.56;1633;25819.08
PERNAMBUCO;Xexéu;57439.78;14887;3858.39
PARAÍBA;Santa Cecília;28544.89;7244;3940.49
RIO DE JANEIRO;Teresópolis;2388092.00;162075;14734.49
SÃO PAULO;Santa Rita do Passa Quatro;355026.28;27557;12883.34
PARANÁ;Jardim Alegre;94959.74;14976;6340.79
MINAS GERAIS;São Francisco de Paula;51690.04;6384;8096.81
RIO DE JANEIRO;Quatis;201804.02;13137;15361.50
MATO GROSSO;Indiavaí;46319.66;2679;17289.91
BAHIA;Ipecaetá;48456.56;15888;3049.88
PARAÍBA;Pitimbu;88103.70;16832;5234.30
PARANÁ;Bituruna;129179.76;16803;7687.90
MARANHÃO;Santa Luzia do Paruá;160432.45;20190;7946.13
PERNAMBUCO;Quixaba;26894.40;7116;3779.43
MATO GROSSO;Nova Canaã do Norte;194756.06;13237;14713.01
MINAS GERAIS;Bonfim;43645.49;6902;6323.60
SÃO PAULO;Uchoa;132471.23;9818;13492.69
SANTA CATARINA;Sul Brasil;33459.81;3150;10622.16
MINAS GERAIS;São João do Pacuí;20219.13;4223;4787.86
MARANHÃO;Itapecuru Mirim;213359.20;56810;3755.66
PARAÍBA;Guarabira;383901125.00;56136;6838.77
MINAS GERAIS;Cristais;109473.80;11269;9714.60
SANTA CATARINA;Vargem;36022.16;3187;11302.84
AMAZONAS;Amaturá;34505.68;8828;3908.66
SANTA CATARINA;Braço do Trombudo;84426.16;3419;24693.23
GOIÁS;São João d'Aliança;100667.59;8830;11400.63
MINAS GERAIS;Laranjal;43400.27;6568;6607.84
SÃO PAULO;Tanabi;296017.56;24591;12037.64
RIO GRANDE DO SUL;Braga;38229.23;3842;9950.35
SERGIPE;Itabi;29564.82;4827;6124.88
BAHIA;Ubaíra;86636.70;21428;4043.15
PIAUÍ;Rio Grande do Piauí;21421.20;6650;3221.23
BAHIA;Urandi;77405.55;16289;4752.01
RIO GRANDE DO NORTE;Serrinha dos Pintos;19139.68;4504;4249.49
CEARÁ;Graça;48560.41;15949;3044.73
RIO DE JANEIRO;Mangaratiba;860850125.00;32533;26460.83
TOCANTINS;Mateiros;92554.97;1802;51362.36
PIAUÍ;Hugo Napoleão;15036.78;3784;3973.78
MINAS GERAIS;Piedade de Caratinga;39503.04;6937;5694.54
TOCANTINS;Cariri do Tocantins;58913.27;3738;15760.64
SÃO PAULO;Mariápolis;31623.21;3896;8116.84
SANTA CATARINA;Anchieta;86799.20;6683;12988.06
BAHIA;Mundo Novo;96220.47;25245;3811.47
RONDÔNIA;Nova Mamoré;226439.94;22337;10137.44
RIO DE JANEIRO;Guapimirim;410782.47;49748;8257.27
CEARÁ;Jardim;91902.02;26578;3457.82
PARANÁ;Santa Cecília do Pavão;52511.84;3695;14211.59
PERNAMBUCO;Ilha de Itamaracá;94137.21;18658;5045.41
PERNAMBUCO;Primavera;68269.68;12364;5521.65
AMAZONAS;Guajará;63766.29;15031;4242.32
PARAÍBA;Boqueirão;98568.12;16360;6024.95
PARAÍBA;Triunfo;34377.05;9968;3448.74
MINAS GERAIS;Paraguaçu;208498.34;20429;10206.00
PARANÁ;Telêmaco Borba;1230714875.00;69278;17764.87
SÃO PAULO;Serra Negra;314408.06;25912;12133.69
BAHIA;Caravelas;205351.86;22115;9285.64
TOCANTINS;Lajeado;20501.74;2204;9302.06
RIO GRANDE DO SUL;Bozano;36078.76;2361;15281.14
BAHIA;Itapicuru;118382.16;32563;3635.48
SÃO PAULO;Mirassol;773413.06;54920;14082.54
SÃO PAULO;Ribeirão Corrente;87870625.00;4216;20842.18
PARANÁ;General Carneiro;151003.52;15275;9885.66
RIO GRANDE DO SUL;São Sepé;342808.22;24353;14076.63
CEARÁ;Capistrano;52476.47;17033;3080.87
ESPIRITO SANTO;Mimoso do Sul;232497.36;27124;8571.65
MINAS GERAIS;Taiobeiras;160162.16;31333;5111.61
MINAS GERAIS;Miravânia;19420.89;4998;3885.73
SANTA CATARINA;Correia Pinto;343976.81;14842;23175.91
SANTA CATARINA;Cerro Negro;29764.57;4045;7358.36
RIO GRANDE DO SUL;Morro Reuter;74450.25;5985;12439.47
GOIÁS;Alvorada do Norte;55964.20;8666;6457.90
MINAS GERAIS;Juatuba;770444.56;20978;36726.31
ESPIRITO SANTO;Dores do Rio Preto;49223.80;6293;7821.99
RIO DE JANEIRO;Conceição de Macabu;175653.16;20687;8490.99
RIO GRANDE DO SUL;Camaquã;1060406.25;62723;16906.18
AMAZONAS;Careiro da Várzea;112120.06;24704;4538.54
MINAS GERAIS;Itinga;58555.12;15252;3839.18
AMAZONAS;Atalaia do Norte;54603.19;14715;3710.72
RIO GRANDE DO SUL;Santa Margarida do Sul;68161.26;2235;30497.21
PERNAMBUCO;Itaíba;152252.22;27631;5510.20
RIO GRANDE DO SUL;Jaquirana;39487.29;4429;8915.62
SÃO PAULO;Pitangueiras;438054.47;35441;12360.10
SÃO PAULO;Suzano;5559876.50;284356;19552.52
RIO DE JANEIRO;Bom Jardim;360322.50;26549;13571.98
BAHIA;Itarantim;82294.81;18375;4478.63
PERNAMBUCO;Lajedo;168724875.00;34809;4847.16
CEARÁ;Jijoca de Jericoacoara;64023.44;16880;3792.86
SÃO PAULO;Cerquilho;3092352.25;38199;80953.75
PERNAMBUCO;São Joaquim do Monte;87932.05;21872;4020.30
SÃO PAULO;Avanhandava;119166.88;12112;9838.74
RIO GRANDE DO SUL;Xangri-lá;160877.53;11721;13725.58
RIO GRANDE DO SUL;Unistalda;28591.39;2396;11932.97
MINAS GERAIS;Palma;41938.52;6212;6751.21
MATO GROSSO;Nortelândia;69248.66;6272;11040.92
MATO GROSSO;Juína;450454.84;39708;11344.18
RIO GRANDE DO SUL;Alegrete;1123318.50;78984;14222.10
PARANÁ;Itambé;86111.02;6082;14158.34
RIO GRANDE DO NORTE;Coronel João Pessoa;21530.44;4993;4312.12
MINAS GERAIS;Coimbra;43221.16;7209;5995.44
SANTA CATARINA;Jaborá;62235.21;4129;15072.71
SÃO PAULO;Canitar;35199875.00;4743;7421.44
MINAS GERAIS;Mariana;1444840125.00;54689;26419.21
SÃO PAULO;São Sebastião da Grama;152929.14;12990;11772.84
PARANÁ;Ribeirão do Pinhal;88980.24;13584;6550.37
SÃO PAULO;Jacupiranga;172416.06;16322;10563.42
GOIÁS;Edéia;268327.09;10604;25304.33
MINAS GERAIS;Urucânia;91329.16;10502;8696.36
MARANHÃO;Araioses;132998.69;39166;3395.77
MINAS GERAIS;Pedra do Anta;17767.03;3731;4762.00
ALAGOAS;Olho D'Água das Flores;70390.27;20555;3424.48
BAHIA;Seabra;213669.91;42175;5066.27
PIAUÍ;Buriti dos Lopes;72460.39;19796;3660.36
RIO DE JANEIRO;Itatiaia;657369625.00;35577;18477.38
GOIÁS;Serranópolis;166530.42;7813;21314.53
SÃO PAULO;Jaguariúna;2714575.75;41107;66036.82
PARANÁ;Boa Esperança do Iguaçu;31648.31;2898;10920.74
MATO GROSSO;Santo Antônio do Leste;240566.61;3573;67329.03
MINAS GERAIS;Ijaci;231447125.00;6036;38344.45
MARANHÃO;Axixá;36745.23;15203;2416.97
BAHIA;Correntina;637574.31;32980;19332.15
PARAÍBA;Pombal;158469.95;32443;4884.57
CEARÁ;Chorozinho;78034.96;18759;4159.87
SÃO PAULO;Mairiporã;1029388125.00;79155;13004.71
BAHIA;Catolândia;22203.54;4059;5470.20
SÃO PAULO;Guaimbê;41937.18;4740;8847.51
TOCANTINS;Rio Sono;32593.96;6366;5120.01
CEARÁ;Quixeramobim;349781.72;73517;4757.83
PARAÍBA;Congo;30035.15;4930;6092.32
PERNAMBUCO;Buenos Aires;51370.76;13675;3756.55
PERNAMBUCO;Ipubi;109918.83;27353;4018.53
MINAS GERAIS;Frei Lagonegro;16006.07;3493;4582.33
ACRE;Sena Madureira;371556.06;36166;10273.63
MARANHÃO;Esperantinópolis;64343.05;18815;3419.77
BAHIA;Teodoro Sampaio;38678.04;8442;4581.62
AMAPÁ;Pedra Branca do Amapari;104478.99;8182;12769.37
SANTA CATARINA;Angelina;63321.45;5396;11734.89
GOIÁS;Lagoa Santa;15363.56;1346;11414.23
PARÁ;Moju;234566.48;68600;3419.34
PARANÁ;Agudos do Sul;52750.93;8735;6039.03
RIO GRANDE DO SUL;Caseiros;44075.61;3132;14072.67
BAHIA;Itapitanga;38620.75;10376;3722.12
PIAUÍ;São José do Peixe;15313.89;3835;3993.19
BAHIA;Ribeira do Amparo;46314.48;14621;3167.67
RIO GRANDE DO SUL;Camargo;51100.85;2549;20047.41
PARAÍBA;Várzea;13316.39;2568;5185.51
PERNAMBUCO;São José da Coroa Grande;72025.23;18555;3881.72
SANTA CATARINA;São Carlos;146369.47;10938;13381.74
MARANHÃO;Santo Antônio dos Lopes;65007.71;14663;4433.45
MATO GROSSO;Porto Esperidião;113256.62;9850;11498.13
SANTA CATARINA;Bombinhas;178943.97;13695;13066.37
SÃO PAULO;Ilha Comprida;97179.28;10090;9631.25
SÃO PAULO;Nova Luzitânia;29767.01;3795;7843.74
BAHIA;Caém;34143.13;10187;3351.64
RIO DE JANEIRO;Miracema;236378.92;26824;8812.22
SÃO PAULO;Lindóia;67635.74;5974;11321.68
PERNAMBUCO;Parnamirim;89271.61;19850;4497.31
PERNAMBUCO;Frei Miguelinho;52487.43;14855;3533.32
RORAIMA;Normandia;74608.91;7527;9912.17
SÃO PAULO;Santa Salete;24226.39;1446;16754.08
MINAS GERAIS;Santa Cruz de Minas;34635.61;7671;4515.14
AMAZONAS;Urucurituba;67527.96;18541;3642.09
RIO GRANDE DO NORTE;Jardim do Seridó;63020.54;12384;5088.87
MARANHÃO;Chapadinha;277768.03;70537;3937.91
BAHIA;Macarani;69146.07;16940;4081.82
PIAUÍ;Vila Nova do Piauí;13307.02;3136;4243.31
RIO GRANDE DO NORTE;Senador Elói de Souza;24814.87;6201;4001.75
PARANÁ;Primeiro de Maio;106101.32;11126;9536.34
GOIÁS;Pires do Rio;356490375.00;27928;12764.62
SÃO PAULO;Diadema;9969819.00;397738;25066.30
SÃO PAULO;Gália;67073.98;6635;10109.12
PIAUÍ;Buriti dos Montes;24284.73;8117;2991.84
RIO GRANDE DO NORTE;Santana do Matos;61293.67;14544;4214.36
SÃO PAULO;Altair;96194.73;3287;29265.21
PIAUÍ;Santo Inácio do Piauí;12291.80;3756;3272.58
RONDÔNIA;Cabixi;104578.76;6695;15620.43
ESPIRITO SANTO;Barra de São Francisco;392909.25;41645;9434.73
SÃO PAULO;São Lourenço da Serra;138128.16;18319;7540.16
MINAS GERAIS;Estrela Dalva;19506.14;2536;7691.70
MINAS GERAIS;Itaobim;142984.16;21618;6614.12
SÃO PAULO;Registro;585710.50;55168;10616.85
SANTA CATARINA;Novo Horizonte;61519.92;2954;20825.97
MINAS GERAIS;Buenópolis;56813.34;9627;5901.46
SANTA CATARINA;Itá;187247.94;6552;28578.75
SÃO PAULO;Tatuí;1898242.50;109017;17412.35
PIAUÍ;Paulistana;72797.68;20390;3570.26
SERGIPE;Pedrinhas;37565.16;8709;4313.37
AMAZONAS;Novo Aripuanã;85700.73;18952;4521.99
SERGIPE;Nossa Senhora da Glória;244753.50;30804;7945.51
SERGIPE;Carmópolis;295503.31;12610;23434.04
SERGIPE;Rosário do Catete;503797625.00;8965;56196.05
MATO GROSSO;Nova Ubiratã;440926.97;8372;52666.86
RIO GRANDE DO SUL;Santo Antônio do Palma;35738.61;2295;15572.38
PARANÁ;Tuneiras do Oeste;85351.81;8777;9724.49
BAHIA;Barra;147346.30;50226;2933.67
SANTA CATARINA;Capivari de Baixo;254304.70;21059;12075.82
PARANÁ;Sengés;211313.23;20445;10335.69
RIO DE JANEIRO;Iguaba Grande;210597.22;22947;9177.55
MINAS GERAIS;Serra do Salitre;177244.23;10778;16445.00
MINAS GERAIS;Pequi;41105.65;4504;9126.48
MINAS GERAIS;Passos;1185068125.00;107619;11011.70
PARAÍBA;Itapororoca;104540.35;16573;6307.87
MINAS GERAIS;Santa Margarida;105679.01;14806;7137.58
RIO GRANDE DO SUL;Alegria;48344.25;4775;10124.45
MINAS GERAIS;Botelhos;117536.19;15289;7687.63
RIO GRANDE DO SUL;Floriano Peixoto;29052.14;2155;13481.27
PARAÍBA;Bonito de Santa Fé;44123.16;10657;4140.30
ESPIRITO SANTO;Baixo Guandu;233346.02;29891;7806.56
RIO GRANDE DO SUL;Tupanciretã;597097.81;23842;25043.95
TOCANTINS;Dianópolis;217774.36;19524;11154.19
SÃO PAULO;Barbosa;50042.21;6944;7206.54
PARANÁ;Mauá da Serra;119340.18;8446;14129.79
PERNAMBUCO;Brejo da Madre de Deus;161963.41;42250;3833.45
CEARÁ;Brejo Santo;191745.06;41266;4646.56
SÃO PAULO;Jarinu;399077.06;22822;17486.51
PERNAMBUCO;Condado;98794625.00;24403;4048.46
PARANÁ;Leópolis;50136.59;4316;11616.45
MARANHÃO;Jatobá;26733.36;8909;3000.71
CEARÁ;Guaiúba;82031.06;23853;3439.03
MINAS GERAIS;Varginha;3046304.00;121785;25013.79
GOIÁS;Águas Lindas de Goiás;548629625.00;143179;3831.77
MINAS GERAIS;Santana dos Montes;19299.38;4134;4668.45
SANTA CATARINA;Araranguá;762710.19;59537;12810.69
SÃO PAULO;Francisco Morato;863953375.00;157294;5492.60
PERNAMBUCO;Serrita;68741.27;18958;3625.98
BAHIA;Santa Inês;35840.43;10803;3317.64
MINAS GERAIS;Carmo do Cajuru;169706.67;20031;8472.20
MINAS GERAIS;Virginópolis;62167.61;11273;5514.74
PERNAMBUCO;Surubim;265122.81;56795;4668.07
CEARÁ;Ararendá;35326.20;11186;3158.07
SANTA CATARINA;Imbituba;946290.19;38882;24337.49
BAHIA;Piripá;36582.49;13325;2745.40
MINAS GERAIS;Coronel Fabriciano;724103.75;105037;6893.80
SÃO PAULO;Poloni;66943.30;5100;13126.14
AMAZONAS;Presidente Figueiredo;304599375.00;26282;11589.66
SÃO PAULO;Dirce Reis;24405.38;1623;15037.21
PIAUÍ;Guadalupe;98231.23;9809;10014.40
PIAUÍ;Madeiro;23075.34;8012;2880.10
SERGIPE;Monte Alegre de Sergipe;69754.81;13817;5048.48
TOCANTINS;Sítio Novo do Tocantins;42988.91;9568;4492.99
MINAS GERAIS;Itambé do Mato Dentro;11206.33;2479;4520.51
MINAS GERAIS;Rio Pardo de Minas;150917.34;29947;5039.48
SÃO PAULO;Tambaú;301012.69;22575;13333.90
PARANÁ;Inácio Martins;75978.66;11431;6646.72
PARÁ;Cumaru do Norte;81871.84;11890;6885.77
PARANÁ;Tamarana;106447.70;11577;9194.76
MARANHÃO;Mirinzal;39531.55;14311;2762.32
TOCANTINS;Nazaré;23986.80;4596;5219.06
CEARÁ;Tianguá;374219.56;68588;5456.05
GOIÁS;Aparecida do Rio Doce;40092.77;2871;13964.74
PIAUÍ;Capitão Gervásio Oliveira;12069.73;4029;2995.71
MATO GROSSO;Santa Terezinha;73279.42;7690;9529.18
MARANHÃO;Buriticupu;248992.48;64685;3849.31
MINAS GERAIS;Rio Paranaíba;361441.19;10990;32888.19
MARANHÃO;Penalva;100140.97;34907;2868.79
SÃO PAULO;Jeriquara;75402.87;3216;23446.17
MARANHÃO;Marajá do Sena;35996.21;6954;5176.33
ESPIRITO SANTO;Afonso Cláudio;212760.11;31384;6779.25
ACRE;Capixaba;89052.68;9287;9588.96
CEARÁ;Araripe;84206.42;22373;3763.75
RONDÔNIA;São Miguel do Guaporé;283618.66;23201;12224.42
BAHIA;Rio Real;202989.77;38095;5328.51
MATO GROSSO;Tangará da Serra;1315683.25;81960;16052.75
SANTA CATARINA;Ituporanga;410706.50;21496;19106.18
MINAS GERAIS;Paracatu;1226047.25;83560;14672.66
SÃO PAULO;Dumont;86997.07;8346;10423.80
MINAS GERAIS;Senador Amaral;49120.94;5201;9444.52
MATO GROSSO DO SUL;Caarapó;359395.19;23696;15166.91
PARANÁ;Fênix;68322.65;5017;13618.23
PARANÁ;Iretama;76621.31;11510;6656.93
SERGIPE;Malhador;54451.65;12124;4491.23
RIO GRANDE DO SUL;São Jorge;49034.64;2825;17357.39
MINAS GERAIS;São João del Rei;822362.00;85503;9617.93
PARANÁ;São Jorge do Ivaí;107663.91;5382;20004.44
PARANÁ;Jussara;125054.05;6240;20040.71
MARANHÃO;Bacuri;47541.12;16585;2866.51
MINAS GERAIS;Palmópolis;27005.72;6810;3965.60
PIAUÍ;Caracol;33394.68;10838;3081.26
PARAÍBA;Aparecida;30302.34;7607;3983.48
SÃO PAULO;Itapirapuã Paulista;23267.17;3919;5937.02
RIO GRANDE DO SUL;Ivorá;31861.12;2424;13144.03
RIO GRANDE DO SUL;Barra do Ribeiro;142471.17;11762;12112.84
ALAGOAS;Viçosa;95608.14;26830;3563.48
RIO GRANDE DO SUL;Vanini;26400.25;2045;12909.66
GOIÁS;Trindade;759605.44;104979;7235.78
PERNAMBUCO;Jaboatão dos Guararapes;7068777.50;687688;10279.05
ALAGOAS;Maravilha;33863.61;10110;3349.52
PARANÁ;Lunardelli;40139.41;5094;7879.74
RIO GRANDE DO SUL;Liberato Salzano;75537.05;6167;12248.59
AMAPÁ;Oiapoque;230480.78;20962;10995.17
SANTA CATARINA;Lauro Muller;182674.44;14173;12888.90
MINAS GERAIS;Cambuquira;97574.69;12936;7542.88
MATO GROSSO;Santa Cruz do Xingu;36023.68;2357;15283.70
PARÁ;Bonito;36021.89;12013;2998.58
PARANÁ;Engenheiro Beltrão;214099.92;14280;14992.99
PARANÁ;Jacarezinho;498248.78;40582;12277.58
SERGIPE;Malhada dos Bois;23457.98;3830;6124.80
RIO GRANDE DO NORTE;Tibau;30851.07;3937;7836.19
RIO GRANDE DO SUL;Tio Hugo;58052.32;2730;21264.59
PARÁ;Piçarra;76790.75;13140;5844.05
RIO GRANDE DO NORTE;Nova Cruz;178236.55;36561;4875.05
PIAUÍ;Bom Princípio do Piauí;20777.94;5506;3773.69
RIO GRANDE DO SUL;Monte Alegre dos Campos;31576.26;3256;9697.87
RIO GRANDE DO NORTE;Parazinho;20183.13;4977;4055.28
RIO GRANDE DO NORTE;Montanhas;48808.79;12834;3803.08
PARANÁ;Verê;101084.96;8078;12513.61
PARAÍBA;São Domingos do Cariri;11675.81;2341;4987.53
RIO GRANDE DO NORTE;Olho-D'Água do Borges;19422.44;4578;4242.56
MARANHÃO;Fortuna;54452.68;14922;3649.15
RIO GRANDE DO NORTE;Rio do Fogo;46879.40;10124;4630.52
PARANÁ;Cruz Machado;123444.94;19132;6452.28
MINAS GERAIS;Santana da Vargem;83066.22;7222;11501.83
MINAS GERAIS;Uberaba;6489508.50;296261;21904.70
MINAS GERAIS;Santa Fé de Minas;24721.94;4129;5987.39
AMAZONAS;Careiro;117802.62;32638;3609.37
GOIÁS;Itaguari;37283.44;4364;8543.41
PIAUÍ;Palmeira do Piauí;33065.05;5116;6463.07
RIO GRANDE DO SUL;São José do Ouro;110298.86;7190;15340.59
GOIÁS;Uirapuru;27419.88;3117;8796.88
RIO GRANDE DO NORTE;Açu;316499.69;53282;5940.09
RIO GRANDE DO SUL;Entre-Ijuís;146000.95;9263;15761.74
ALAGOAS;Pão de Açúcar;85304.73;24534;3477.00
RIO DE JANEIRO;Bom Jesus do Itabapoana;396142.75;35303;11221.22
SANTA CATARINA;Orleans;441775.66;21731;20329.28
MINAS GERAIS;Córrego Fundo;76349.16;5939;12855.56
RIO GRANDE DO SUL;Vicente Dutra;57206.63;5587;10239.24
PARANÁ;Araucária;11962877.00;117964;101411.26
MARANHÃO;Feira Nova do Maranhão;32300.70;7899;4089.21
MINAS GERAIS;Reduto;42805.29;6663;6424.33
MINAS GERAIS;Carmo do Paranaíba;350128.66;32059;10921.38
SÃO PAULO;Lins;1917087.25;73183;26195.80
PIAUÍ;São Miguel do Fidalgo;11472.98;3182;3605.59
SANTA CATARINA;Pouso Redondo;237024.48;14510;16335.25
RIO GRANDE DO SUL;Estância Velha;633553375.00;43906;14429.77
RIO GRANDE DO NORTE;Lajes Pintadas;19073.09;4309;4426.34
PERNAMBUCO;Rio Formoso;146614.41;21815;6720.81
SANTA CATARINA;Calmon;41113.10;4265;9639.65
PIAUÍ;Campinas do Piauí;22183.12;5818;3812.84
DISTRITO FEDERAL;Brasília;131487264.00;2606885;50438.46
SÃO PAULO;Nipoã;48101.54;4103;11723.50
AMAZONAS;Juruá;40090.03;9275;4322.37
ALAGOAS;Girau do Ponciano;111610.88;36904;3024.36
SÃO PAULO;Guaíra;850159125.00;38676;21981.57
RIO GRANDE DO SUL;Araricá;59706.16;5181;11524.06
BAHIA;Vera Cruz;207724.95;37539;5533.58
MINAS GERAIS;Espírito Santo do Dourado;37765.73;4471;8446.82
SANTA CATARINA;São Ludgero;263178375.00;10951;24032.36
MINAS GERAIS;Jequeri;77701.37;13225;5875.34
MINAS GERAIS;Florestal;45382.27;6199;7320.90
SÃO PAULO;Santa Rita d'Oeste;39319.77;2501;15721.62
SÃO PAULO;Irapuru;62625.42;7874;7953.44
PARANÁ;Ibiporã;1081024.25;47514;22751.70
MATO GROSSO;Itaúba;95909.22;4585;20918.04
MINAS GERAIS;Carbonita;62895.99;10783;5832.88
CEARÁ;Porteiras;53051.29;15058;3523.13
BAHIA;Riachão do Jacuípe;125705.15;33666;3733.89
SÃO PAULO;São João da Boa Vista;1608504875.00;83909;19169.63
CEARÁ;Madalena;65020.16;17773;3658.37
GOIÁS;Israelândia;22917.29;2876;7968.46
MINAS GERAIS;Ouro Fino;342506.31;32639;10493.77
TOCANTINS;Marianópolis do Tocantins;41466.17;4743;8742.60
BAHIA;Santa Cruz da Vitória;23149.64;6443;3592.99
RIO GRANDE DO SUL;Guabiju;38074.54;1702;22370.47
SÃO PAULO;Jaboticabal;1418964875.00;73084;19415.53
MINAS GERAIS;Curral de Dentro;32442.68;7376;4398.41
RIO GRANDE DO SUL;Santa Maria do Herval;103114.38;6476;15922.54
CEARÁ;Caririaçu;87100125.00;27380;3181.16
TOCANTINS;Figueirópolis;65767.05;4883;13468.57
ACRE;Rio Branco;3837370.75;305954;12542.31
PERNAMBUCO;Maraial;82864.14;12303;6735.28
SÃO PAULO;Pindamonhangaba;4172247.75;144613;28851.13
SÃO PAULO;Araçatuba;3001299.50;182204;16472.19
CEARÁ;Salitre;77822125.00;16845;4619.89
PARAÍBA;Alagoa Grande;106449.34;28126;3784.73
SANTA CATARINA;Paulo Lopes;84931.42;7255;11706.61
SÃO PAULO;Gavião Peixoto;165148.08;4244;38913.31
